"","date","open","high","low","close","log.close","volume"
"2649","11/26/2007",82.3,84.49,81.14,81.3035,1.910109242,8610500
"2652","11/29/2007",89.89,91.47,88.68,89.15,1.950121348,6977100
"2656","12/5/2007",94.99,94.99,91.98,93.19,1.969369312,6608600
"2658","12/7/2007",94.56,94.68,92.91,94.31,1.974557745,3934800
"2659","12/10/2007",94.31,94.35,92.3,93.02,1.968576335,5180600
"2660","12/11/2007",93.1,95.94,90.75,90.75,1.957846634,10269600
"2661","12/12/2007",92.84,93.75,89.32,91.28,1.960375631,7228100
"2663","12/14/2007",90.77,91.24,88.93,89.08,1.949780208,6002300
"2664","12/17/2007",89.01,89.06,84.99,85.09,1.929878524,7697700
"2668","12/21/2007",91.38,92.28,90.39,91.26,1.960280464,6604900
"2669","12/24/2007",91.05,91.56,90.3,91.01,1.959089114,2017100
"2672","12/28/2007",95.27,95.9,92.1,94.45,1.975201962,7587900
"2673","12/31/2007",93.81,94.37,92.45,92.64,1.966798546,5755200
"2675","1/3/2008",96.06,97.25,94.52,95.21,1.978682565,9122500
"2676","1/4/2008",93.26,93.4,88.5,88.79,1.948364056,10270000
"2679","1/9/2008",87.56,87.8,80.24,85.22,1.93054153,16410900
"2681","1/11/2008",84.03,84.03,80.29,81.08,1.90891374,10624300
"2683","1/15/2008",80.485,81.01,78.51,80.24,1.90439092,9655900
"2685","1/17/2008",80.16,82.25,79.54,80.12,1.903740941,9900900
"2686","1/18/2008",79.93,82.31,78.04,79.76,1.901785145,13364300
"2688","1/23/2008",75.6,76.8,69.95,73.97,1.869055619,20405700
"2690","1/25/2008",78.69,81.43,76.33,77.6,1.889861721,10027600
"2691","1/28/2008",76.91,77.4,74.34,75.82,1.87978378,8505300
"2692","1/29/2008",75.77,75.9,72.06,73.95,1.868938178,9958000
"2695","2/1/2008",79.02,79.4,73.37,74.63,1.872913442,16361000
"2696","2/4/2008",74.5,76.66,73.9,73.95,1.868938178,9155200
"2697","2/5/2008",72.8,74.21,72,72.09,1.857875026,9633900
"2698","2/6/2008",72.3,72.4299,68.17,68.49,1.835627166,12399500
"2702","2/12/2008",75.43,77.05,73.79,74.45,1.871864702,9449000
"2704","2/14/2008",77.73,77.88,75.18,75.8,1.879669206,7497200
"2705","2/15/2008",75,75.19,71.94,72.96,1.863084825,11120100
"2706","2/19/2008",73.54,74,71.55,72.08,1.857814778,7109200
"2708","2/21/2008",73.94,74.21,69.37,69.9,1.844477176,13150800
"2711","2/26/2008",71.91,73.5,70.28,71.69,1.85545858,9891300
"2713","2/28/2008",70.3,70.6,67.11,67.85,1.831549852,13167800
"2714","2/29/2008",66.81,67.5,63.97,64.47,1.80935767,11664600
"2715","3/3/2008",63.59,64.49,61.2,62.43,1.795393335,13721100
"2717","3/5/2008",65.66,66.34,63.82,64.9901,1.812847205,11126400
"2718","3/6/2008",64.75,65.46,62.5,62.74,1.797544514,8343300
"2720","3/10/2008",63.9,65.15,62.91,63.47,1.802568498,9321000
"2722","3/12/2008",66.77,68.23,65.64,66.51,1.822886948,7748800
"2724","3/14/2008",68.61,70.68,66.06,68.22,1.833911715,12420700
"2727","3/19/2008",71.1,74,70.17,70.17,1.846151477,11041900
"2730","3/25/2008",75.83,76.2899,74.05,75.17,1.87604455,6327500
"2731","3/26/2008",74.14,75.12,73.24,73.8,1.868056362,6285100
"2732","3/27/2008",74.37,74.69,70.7983,70.8,1.850033258,7942400
"2733","3/28/2008",71,72.21,69.26,69.76,1.843606472,5279100
"2737","4/3/2008",75.15,76.01,73.81,74.94,1.874713689,8149900
"2739","4/7/2008",77.36,78.43,76,76.9,1.88592634,6672400
"2741","4/9/2008",76.56,76.67,73.66,74.39,1.871514559,6660300
"2743","4/11/2008",73.84,74.3,71.62,71.99,1.857272174,6785600
"2745","4/15/2008",73.44,73.98,70.65,72.5,1.860338007,6813100
"2747","4/17/2008",74.19,75.02,73.61,74.04,1.86946641,6220000
"2749","4/21/2008",80.25,81.34,79.06,80.18,1.904066052,9335400
"2750","4/22/2008",79.94,79.94,77.54,79.6,1.900913068,7245000
"2752","4/24/2008",77.8,80.53,76.93,77.69,1.890365121,21073500
"2755","4/29/2008",81.42,81.77,79.86,80.74,1.907088745,6726400
"2756","4/30/2008",80.73,81.34,77.92,78.63,1.895588276,7875700
"2758","5/2/2008",80.38,81.2,76.4,77.31,1.888235673,8154900
"2759","5/5/2008",77.27,77.77,75.87,75.92,1.880356199,5647400
"2761","5/7/2008",75.26,76.64,73.09,73.18,1.864392405,8376600
"2762","5/8/2008",73.73,74.16,71.56,72.79,1.862071719,8131300
"2765","5/13/2008",74.72,74.96,73.31,74.56,1.872505899,5020800
"2766","5/14/2008",74.92,75.75,73.98,74.2,1.870403905,4589200
"2770","5/20/2008",82.17,82.7,80.03,80.72,1.906981153,7912200
"2771","5/21/2008",80.46,81.15,77.5,78.3,1.893761762,7070500
"2773","5/23/2008",78.55,78.87,77.43,78.35,1.894039001,6331900
"2775","5/28/2008",80.54,80.79,78.99,80.08,1.903524064,6700600
"2776","5/29/2008",80.61,81.96,80.17,80.35,1.904985881,6857600
"2778","6/2/2008",81.54,81.57,80.05,80.23,1.904336792,6215200
"2779","6/3/2008",80.71,81.89,79.26,80.11,1.903686732,5870000
"2782","6/6/2008",83.19,83.64,80.56,80.63,1.90649666,7843700
"2783","6/9/2008",81.43,81.53,78.12,79.43,1.899984563,6537300
"2785","6/11/2008",79.35,80,77.03,77.28,1.888067113,5874500
"2786","6/12/2008",78.28,79.05,75.01,76.15,1.881669908,6204400
"2789","6/17/2008",83.15,84.3,82.8,82.97,1.91892109,8802400
"2792","6/20/2008",81.13,83.46,80.51,81.1,1.909020854,6588900
"2793","6/23/2008",81.3,82.15,79.55,80.68,1.90676589,7425800
"2796","6/26/2008",79,79.89,76,76.3,1.882524538,11310100
"2797","6/27/2008",75.44,76.07,72.62,74.66,1.873087986,11840500
"2798","6/30/2008",74.9,76.12,73.21,73.33,1.865281685,7104100
"2800","7/2/2008",74.05,74.41,71.38,71.44,1.853941446,7044400
"2801","7/3/2008",72.35,73.84,70.52,72,1.857332496,4248200
"2804","7/9/2008",74.6,74.9,70.48,70.61,1.848866211,6912100
"2805","7/10/2008",70.7,71.77,67.99,70.63,1.848989206,9941600
"2806","7/11/2008",69.75,69.99,66.74,68.54,1.8359441,7930000
"2807","7/14/2008",69.31,69.5,65.59,66.28,1.8213825,9021300
"2811","7/18/2008",69.89,70.84,68.4,69.12,1.839603729,8298000
"2812","7/21/2008",69.16,69.8,66.3,68.48,1.835563752,6896900
"2816","7/25/2008",79.7,80.939,78.12,78.31,1.893817224,9150700
"2817","7/28/2008",77.09,78.31,74.86,75.98,1.880699289,10480200
"2819","7/30/2008",78.6,79.85,76.42,78.21,1.893262286,7567300
"2820","7/31/2008",76.75,78.17,76.1,76.34,1.882752156,5300700
"2821","8/1/2008",76.36,76.49,74.05,75.75,1.879382637,4774500
"2822","8/4/2008",76,77.3,75.01,75.71,1.879153246,4498200
"2824","8/6/2008",78.63,78.63,76.73,78.09,1.892595423,6406100
"2825","8/7/2008",77.01,78.05,76,76.95,1.886208624,5444800
"2828","8/12/2008",87.32,88.48,86.1,87.25,1.940765436,8026500
"2831","8/15/2008",88.28,89.53,86.26,86.4,1.936513742,6871600
"2832","8/18/2008",86.09,86.28,83.04,83.11,1.919653282,6547400
"2833","8/19/2008",83.09,83.51,81.06,81.29,1.910037124,6630400
"2837","8/25/2008",84.63,84.64,82.45,82.85,1.918292513,4356400
"2838","8/26/2008",82.74,83.12,81.25,81.76,1.912540883,4374200
"2841","8/29/2008",82.9,82.9,80.5,80.81,1.907465107,4728700
"2842","9/2/2008",83.16,84.5,81.21,81.41,1.910677755,6000800
"2843","9/3/2008",81.4,82,80.02,80.77,1.907250083,5742600
"2844","9/4/2008",80.6,80.81,78.02,78.03,1.892261607,8316500
"2846","9/8/2008",82.25,83.75,78.85,81.16,1.909342038,9490600
"2847","9/9/2008",80.76,81.96,78.9879,79.04,1.897846932,5821800
"2848","9/10/2008",80.0125,80.22,76.15,76.74,1.885021795,9444700
"2850","9/12/2008",78.81,79.6,76.62,78.3,1.893761762,6480100
"2853","9/17/2008",77.68,78.24,71.24,71.54,1.854548936,13165600
"2856","9/22/2008",81.13,81.63,74.32,74.93,1.874655733,7037700
"2857","9/23/2008",75.79,76.29,70.77,71.76,1.85588243,8594200
"2858","9/24/2008",72.3,73.65,68.94,69.96,1.844849801,9372400
"2861","9/29/2008",68.41,69.37,61.32,63.35,1.801746619,12004300
"2863","10/1/2008",71.78,71.99,68.41,69.58,1.842484424,9622200
"2864","10/2/2008",67.63,68.96,65.41,67.36,1.828402078,8726100
"2865","10/3/2008",69.42,70.95,66.59,67,1.826074803,11228100
"2867","10/7/2008",65.79,66.43,58.5,58.52,1.767304317,12756000
"2869","10/9/2008",61.97,63.5,56,56,1.748188027,13930900
"2872","10/14/2008",63.5,64,54.8,55.86,1.747100931,17306600
"2873","10/15/2008",54.46,54.69,48.35,48.72,1.68770728,16257600
"2877","10/21/2008",51.86,52.95,49.92,50.23,1.700963178,8669600
"2878","10/22/2008",50.05,52.47,47.9,49.99,1.698883137,19513200
"2884","10/30/2008",58.76,59.89,55.08,56.71,1.753659647,11125700
"2886","11/3/2008",56.35,57.25,55.02,55.77,1.746400644,7170100
"2888","11/5/2008",57.47,58,51.62,51.98,1.715836275,11498400
"2889","11/6/2008",49.8,51.04,46.3,47.22,1.674125983,15487800
"2891","11/10/2008",49.98,50.68,46.86,48.46,1.68538341,8964900
"2892","11/11/2008",47.1,48.06,44.81,46.3,1.665580991,9939200
"2893","11/12/2008",43.99,45.44,40.9,41.56,1.618675539,14768600
"2895","11/14/2008",43.61,44.5,41.5,41.75,1.62065648,11949700
"2896","11/17/2008",39.91,41.26,39.07,39.69,1.598681099,10711800
"2897","11/18/2008",39.73,40.66,36.08,38.44,1.584783379,15049200
"2898","11/19/2008",37.97,39,35.75,35.84,1.554368001,12521100
"2899","11/20/2008",35.29,39.72,34.68,35.03,1.544440137,18423900
"2904","11/28/2008",44.03,44.1,42.22,42.7,1.630427875,3481000
"2905","12/1/2008",42,43.26,40.38,40.47,1.607133204,11178900
"2906","12/2/2008",41.39,41.71,38.82,41.19,1.614791792,8713700
"2912","12/10/2008",51.46,51.5,48.34,49.7,1.696356389,7753800
"2913","12/11/2008",49.33,50.49,48.17,48.25,1.683497318,7583600
"2915","12/15/2008",50.65,50.95,48.1481,48.85,1.688864568,7285400
"2918","12/18/2008",53,54.85,51.2,52.08,1.716670976,7518100
"2919","12/19/2008",52.67,52.99,50.92,51.56,1.712312909,10963200
"2920","12/22/2008",51.6,52.15,48.47,49.84,1.697578034,8925000
"2922","12/24/2008",51.66,51.95,51.01,51.44,1.71130096,1645500
"2923","12/26/2008",53.79,53.95,51.55,51.78,1.714162046,6847300
"2924","12/29/2008",51.43,51.77,48.56,49.4,1.693726949,6507900
"2928","1/5/2009",55.73,55.74,53.03,54.06,1.732876041,9509800
"2930","1/7/2009",56.29,56.95,55.35,56.2,1.749736316,7942700
"2932","1/9/2009",56.92,57,54.7,55.51,1.744371227,6684100
"2933","1/12/2009",54.12,54.3,50.87,51.92,1.715334684,9556300
"2935","1/14/2009",50.1,50.1,48.14,48.49,1.685652184,10442600
"2937","1/16/2009",51.8,52.33,49.53,51.59,1.712565528,8258200
"2938","1/20/2009",50.7,51.7,48.27,48.44,1.685204134,6767200
"2942","1/26/2009",50.18,50.89,48.52,49.63,1.695744275,7155700
"2943","1/27/2009",49.3,50.42,47.72,48.44,1.685204134,8738200
"2949","2/4/2009",63.38,63.44,60.83,61.06,1.7857568,13726300
"2953","2/10/2009",66.15,67.23,63.07,63.31,1.801472314,10700600
"2956","2/13/2009",63.97,64.68,62.87,63.26,1.801129188,4130900
"2959","2/19/2009",62.84,64.18,61.67,61.95,1.792041311,6768900
"2961","2/23/2009",64.16,64.91,61.52,61.71,1.790355546,7336000
"2963","2/25/2009",64.9,65.75,62.82,63.71,1.804207605,9122100
"2964","2/26/2009",64.12,64.73,62.34,62.34,1.794766798,7275300
"2966","3/2/2009",63.94,65.52,61.51,61.99,1.792321636,10511900
"2967","3/3/2009",62.75,63.29,61.3,61.7,1.790285164,9691600
"2970","3/6/2009",65.2,65.5,59.82,61.69,1.79021477,15093800
"2971","3/9/2009",62.2,64.03,60.15,60.49,1.781683585,13561400
"2975","3/13/2009",69.66,69.74,67.53,68.63,1.836513999,8903400
"2976","3/16/2009",68.65,69.295,66.68,66.98,1.825945143,9437300
"2979","3/19/2009",71.4,71.91,69.24,70.1,1.845718018,8819100
"2980","3/20/2009",70.39,70.89,69.08,69.96,1.844849801,8468100
"2982","3/24/2009",74.85,75,72.31,72.63,1.861116044,7457900
"2983","3/25/2009",73.09,73.95,69.84,72.4,1.859738566,7895600
"2985","3/27/2009",71.61,72.29,70.1,70.52,1.848312304,8568800
"2992","4/7/2009",76.97,77.08,74.88,75.51,1.87800447,5748800
"2995","4/13/2009",79.84,79.97,77.85,78.94,1.897297122,6212200
"2996","4/14/2009",78,79.46,76.94,77.22,1.887729797,6160400
"2997","4/15/2009",75.5,75.81,73.51,74.71,1.873378736,9412800
"3000","4/20/2009",78.44,79.79,76.83,77.57,1.889693791,8686900
"3003","4/23/2009",81.33,82.06,79.08,80.61,1.906388921,16187700
"3005","4/27/2009",83.88,84.98,82.21,83.12,1.919705535,9705900
"3006","4/28/2009",82.68,85.35,82.4,82.4,1.915927212,7924000
"3007","4/29/2009",82.99,82.99,79.26,79.79,1.901948465,9735100
"3008","4/30/2009",80.93,82.67,79.89,80.52,1.905903766,8537600
"3009","5/1/2009",80.38,80.38,77.85,78.96,1.89740714,6121700
"3010","5/4/2009",80.26,81.35,78.85,79.77,1.901839592,7019300
"3012","5/6/2009",82.88,83.6,79.66,81.99,1.913760886,8604000
"3013","5/7/2009",82.73,82.75,77.88,79.28,1.899163641,9632100
"3014","5/8/2009",79.69,80.23,76.31,77.95,1.89181612,8193000
"3016","5/12/2009",78.7,78.97,76.53,77.93,1.891704676,5548700
"3017","5/13/2009",76.25,76.6503,74.01,74.19,1.870345371,8770500
"3019","5/15/2009",74.54,76.21,73.42,73.6,1.866877814,8011700
"3022","5/20/2009",78.5,81.11,77.42,77.97,1.891927534,7351000
"3023","5/21/2009",76.685,77.97,75.4,75.96,1.880584956,5640500
"3024","5/22/2009",76.1,77.04,75.02,75.64,1.87875152,3484700
"3026","5/27/2009",78.51,79.5,76.75,77.1,1.887054378,5567100
"3027","5/28/2009",77.7,79.1,75.88,77.65,1.89014146,4943100
"3034","6/8/2009",86.75,87.18,85.11,86.36,1.936312634,5602100
"3036","6/10/2009",87.58,88.56,84.83,86.59,1.93746774,6073600
"3037","6/11/2009",86.3,87.49,85.05,85.69,1.932930143,5009700
"3038","6/12/2009",85.03,85.2,82.01,84.08,1.924692703,6223000
"3040","6/16/2009",83.7,83.95,81.28,82.15,1.914607568,5465800
"3042","6/18/2009",82.81,82.95,81,81.595,1.911663547,5453100
"3044","6/22/2009",82.41,82.43,78.56,79.15,1.898450919,9744400
"3045","6/23/2009",78.97,79.095,76.25,77.68,1.890309217,7415500
"3049","6/29/2009",83.87,84.2,82.41,83.03,1.919235038,6270300
"3051","7/1/2009",84.42,84.5,81.37,81.6,1.911690159,6981200
"3052","7/2/2009",81.11,81.37,78.51,79.32,1.899382706,7218600
"3053","7/6/2009",78.45,78.89,76.54,78.1,1.892651034,7368800
"3054","7/7/2009",78.53,78.69,75.41,75.63,1.8786941,6491500
"3056","7/9/2009",78.25,78.54,76.82,78.1,1.892651034,6359500
"3067","7/24/2009",87.6,88.9,85.5,86.49,1.936965897,19204600
"3068","7/27/2009",86.24,86.49,83.56,84.24,1.925518358,11279300
"3070","7/29/2009",84.47,85.5,83.52,84.34,1.926033597,6502900
"3074","8/4/2009",87.48,87.48,84.93,85.8,1.933487288,6177900
"3075","8/5/2009",85.64,85.75,83.02,84.29,1.925776054,7279400
"3078","8/10/2009",85.01,85.47,83.27,84.44,1.926548225,4440600
"3079","8/11/2009",83.64,84.4,82.45,83.56,1.921998431,5025000
"3081","8/13/2009",85.72,86.37,84.07,84.6,1.927370363,5712400
"3082","8/14/2009",84.11,84.17,82.78,83.58,1.922102367,4924700
"3083","8/17/2009",81.16,81.78,80.25,81.06,1.908806599,6888600
"3088","8/24/2009",85.17,85.59,84.24,84.5,1.926856709,4723200
"3089","8/25/2009",84.66,86.34,83.95,84.19,1.92526051,4791000
"3090","8/26/2009",84.1,84.76,83.38,84,1.924279286,3613800
"3092","8/28/2009",84.78,84.99,82.57,82.76,1.917820482,4620700
"3093","8/31/2009",81.93,81.95,80.35,81.19,1.909502541,5263800
"3094","9/1/2009",80.74,82.42,79,79.16,1.898505786,6245800
"3095","9/2/2009",79.035,80.15,77.8,78.14,1.892873407,6512700
"3103","9/15/2009",84.17,84.41,82.79,83.55,1.921946454,4446800
"3105","9/17/2009",90.75,91.19,89,90.44,1.956360554,7872700
"3106","9/18/2009",90.74,91,89.47,90.28,1.95559155,6769500
"3109","9/23/2009",92.82,94.5,92.22,92.38,1.965577958,5685300
"3111","9/25/2009",91.44,92.25,89.75,90.52,1.956744545,4256800
"3113","9/29/2009",91.96,92.33,90.1,91.72,1.962464046,4393900
"3115","10/1/2009",92.5,92.9,90.37,91.04,1.959232249,6645100
"3116","10/2/2009",90.05,91.14,89.58,89.85,1.953518081,5039400
"3117","10/5/2009",90.25,90.93,88.27,88.67,1.947776708,7028500
"3122","10/12/2009",96.17,96.25,93.07,93.6,1.971275849,5591400
"3127","10/19/2009",95.35,96.278,94.25,94.68,1.976258249,6017400
"3128","10/20/2009",95.91,96.1,94.27,94.98,1.977632165,7777600
"3129","10/21/2009",95.27,96.63,92.9106,93.42,1.970439863,7761200
"3130","10/22/2009",93.66,94.1,91.7,93.45,1.970579306,16518500
"3133","10/27/2009",122.93,124.26,119.42,122.07,2.086608945,20304200
"3135","10/29/2009",123.9,124.3,120.12,122.577,2.088408988,12821800
"3136","10/30/2009",121.9699,122.9,118.21,118.81,2.074852996,13312200
"3139","11/4/2009",119,119.2499,116.76,117.1,2.068556895,7617500
"3142","11/9/2009",127.11,128.32,125.591,126.67,2.102673771,8624200
"3144","11/11/2009",131.08,131.31,128.33,129.91,2.113642583,7434200
"3147","11/16/2009",132.12,134.56,130.98,131.59,2.119222887,9018300
"3148","11/17/2009",131.3999,131.85,129.32,131.25,2.118099312,7748000
"3150","11/19/2009",130.54,130.54,128.48,128.99,2.110556043,5998200
"3153","11/24/2009",133.57,134.33,132.22,132.94,2.123655674,7319700
"3159","12/3/2009",143.62,145.91,140.77,141.17,2.149742415,16523500
"3160","12/4/2009",143.42,143.45,135.11,137.58,2.138555305,14827400
"3161","12/7/2009",138,139,133.84,134.21,2.127784876,7837000
"3162","12/8/2009",134.3,136.08,132.87,134.11,2.127461163,8002800
"3163","12/9/2009",134.6,134.71,129.82,131.31,2.118297801,12632900
"3165","12/11/2009",136.07,136.29,133.2,134.15,2.127590677,8046700
"3166","12/14/2009",132.5,132.61,129.35,131.38,2.118529258,10022900
"3167","12/15/2009",130.76,132.46,129.5912,130.23,2.114711041,7428800
"3168","12/16/2009",130.93,131.45,127.65,128.36,2.108429708,10261300
"3169","12/17/2009",129.36,130.08,126.9,126.91,2.103495844,8476500
"3172","12/22/2009",133.76,135.99,132.65,133.75,2.126293791,8257500
"3174","12/24/2009",139.2,139.7,137.54,138.47,2.141355692,5128800
"3175","12/28/2009",139.75,141.98,138.53,139.31,2.143982292,8763900
"3176","12/29/2009",141.29,142.58,138.55,139.41,2.144293927,8400600
"3177","12/30/2009",138.4,138.4,135.28,136.49,2.135100834,6913200
"3178","12/31/2009",137.09,137.28,134.52,134.52,2.128786859,4523000
"3179","1/4/2010",136.25,136.61,133.14,133.9,2.126780577,7599900
"3181","1/6/2010",134.6,134.73,131.65,132.25,2.121395681,7178800
"3182","1/7/2010",132.01,132.32,128.8,130,2.113943352,11030200
"3184","1/11/2010",132.62,132.8,129.21,130.308,2.114971079,8779400
"3185","1/12/2010",128.99,129.82,126.55,127.35,2.104998949,9096300
"3187","1/14/2010",129.14,130.38,126.4,127.35,2.104998949,9774900
"3188","1/15/2010",129.18,129.65,127.06,127.14,2.104282207,15376500
"3190","1/20/2010",127.13,129.2,125.08,125.78,2.09961159,9074700
"3191","1/21/2010",127.26,128.15,125,126.62,2.102502309,9970600
"3192","1/22/2010",125.6,127.67,120.76,121.43,2.084325995,11568900
"3193","1/25/2010",122.1,122.28,118.12,120.31,2.080301727,12023900
"3194","1/26/2010",120.56,122.98,119.061,119.48,2.077295214,9559000
"3197","1/29/2010",129.77,131.8499,124.14,125.41,2.098332168,29471300
"3198","2/1/2010",123.18,124.86,113.82,118.87,2.075072263,37774400
"3199","2/2/2010",118.79,118.98,114.4,118.12,2.072323438,23079700
"3201","2/4/2010",118.64,120.33,115.74,115.94,2.064233296,12784000
"3203","2/8/2010",119.375,121,116.56,116.83,2.067554377,9890200
"3204","2/9/2010",118.2,119.09,117,118.03,2.071992407,9223000
"3205","2/10/2010",118,118.61,116,117.36,2.069520101,6233200
"3208","2/16/2010",120.06,120.5,117.18,117.53,2.070148736,8932700
"3209","2/17/2010",117.075,117.13,115.55,116.31,2.065617056,8944800
"3211","2/19/2010",117.91,119.09,117,117.52,2.070111783,7115600
"3213","2/23/2010",118.01,119.25,116.51,117.24,2.06907581,7068200
"3221","3/5/2010",129.13,129.45,127.07,128.91,2.110286608,6769300
"3223","3/9/2010",129.59,130.81,127.97,128.82,2.109983295,6070800
"3226","3/12/2010",134.2,134.2,131.18,131.82,2.119981307,6150800
"3227","3/15/2010",131.7,132,128.63,131.13,2.117702061,6329200
"3229","3/17/2010",132.41,132.694,131.22,131.34,2.118397012,4358800
"3231","3/19/2010",133.71,133.71,129.66,130.35,2.115111036,8905000
"3233","3/23/2010",130.89,130.94,128.07,129.26,2.111464152,4213100
"3234","3/24/2010",128.64,129.4,127.2,128.04,2.107345665,4696400
"3237","3/29/2010",135.37,136.63,134.33,135.12,2.130719637,4626900
"3239","3/31/2010",136,136.8,134.48,135.77,2.132803818,4600600
"3240","4/1/2010",135.8,136.51,131.18,131.81,2.11994836,8785800
"3241","4/5/2010",132.85,133.74,130.78,131.49,2.118892725,5816500
"3243","4/7/2010",135.96,136.08,133.86,134.87,2.129915358,5945400
"3245","4/9/2010",140.72,141.33,139.07,140.06,2.146314122,6011100
"3247","4/13/2010",141.23,141.98,139.12,140.16,2.146624089,4785500
"3250","4/16/2010",144.88,147.17,141.45,142.171,2.152811018,8396800
"3255","4/23/2010",145.38,149.09,142.42,143.63,2.15724516,18975200
"3257","4/27/2010",145.55,146.44,141.11,142.02,2.152349508,8639000
"3258","4/28/2010",142.59,142.75,138.69,139.35,2.144106973,9235300
"3260","4/30/2010",141.4,141.4,136.91,137.1,2.137037455,6113500
"3262","5/4/2010",135.6225,135.81,128.38,129.83,2.113375057,12667800
"3264","5/6/2010",130,132.33,120.6,128.71,2.10961229,10189000
"3265","5/7/2010",127.97,131.18,123.76,124.98,2.09684052,11927600
"3269","5/13/2010",133.93,136.99,131,131.47,2.118826663,5940200
"3270","5/14/2010",130.36,131,126.76,128.533,2.109014644,5277800
"3272","5/18/2010",130.14,131.25,125.51,126.28,2.101334573,5256900
"3273","5/19/2010",125.51,127.93,123.8,124.59,2.095483186,6463300
"3274","5/20/2010",122.64,125,118.78,119.71,2.078130431,8594400
"3276","5/24/2010",122.57,124.5,120.65,122.12,2.086786796,4535900
"3278","5/26/2010",125.05,125.79,122.3,123.21,2.090645958,6964600
"3280","5/28/2010",126.07,127.6,124.01,125.46,2.098505283,3954800
"3281","6/1/2010",124.97,126.572,123.02,123.24,2.09075169,3659500
"3284","6/4/2010",126.33,128.2,122.18,122.77,2.089092256,5497700
"3285","6/7/2010",125.84,126.606,121.6744,122.01,2.086395427,6566400
"3286","6/8/2010",122,122,115.8,118.835,2.074944371,11484400
"3287","6/9/2010",120.31,121.47,117.36,117.91,2.071550639,7369200
"3290","6/14/2010",124.24,125.7,123.5,123.83,2.092825873,3923000
"3293","6/17/2010",126.74,127.8,124.69,125.89,2.099991234,3479000
"3294","6/18/2010",126.48,127.48,125.07,125.83,2.099784197,3836000
"3295","6/21/2010",126.79,127.48,121.41,122.55,2.088313316,5327700
"3296","6/22/2010",122.65,125.23,121.55,122.307,2.087451314,6207200
"3297","6/23/2010",122.11,123.22,120.04,121.45,2.084397519,5455100
"3298","6/24/2010",120.61,120.85,116.8,118.33,2.073094865,7771100
"3300","6/28/2010",118.85,120.04,117.1,117.8,2.07114529,5612200
"3301","6/29/2010",116.26,116.48,106.01,108.61,2.035869814,12866300
"3304","7/2/2010",110.92,111.29,108.56,109.14,2.037983949,4477100
"3305","7/6/2010",110.65,112.53,109,110.06,2.041629508,5219300
"3313","7/16/2010",121.28,121.92,118.01,118.49,2.073681699,6227900
"3315","7/20/2010",120.61,120.71,117.51,120.1,2.079543007,6785000
"3316","7/21/2010",120.62,121.25,117.26,117.43,2.069779061,5011700
"3320","7/27/2010",118.43,118.5,115.0658,117.13,2.068668143,7796100
"3322","7/29/2010",117.99,118.87,115.52,116.86,2.067665882,6175800
"3331","8/11/2010",128.1,128.12,125.2,125.89,2.099991234,5541700
"3333","8/13/2010",126.06,127.48,124.26,124.69,2.095831625,3976600
"3337","8/19/2010",129.22,130.02,126.82,127.57,2.105748556,5582500
"3339","8/23/2010",127.86,129.22,126.5,126.6,2.102433706,3861300
"3340","8/24/2010",125.41,125.44,123.18,124.53,2.095273988,5369700
"3342","8/26/2010",127.15,127.59,124.82,124.86,2.096423331,4694500
"3344","8/30/2010",126.03,126.95,123.69,123.79,2.092685563,3426000
"3349","9/7/2010",137.56,138.6,136.89,137.22,2.137417415,3883000
"3351","9/9/2010",140.3872,141.37,139.26,140.38,2.147305238,4958000
"3357","9/17/2010",148.9,148.98,146.5,148.325,2.171214357,7259600
"3359","9/21/2010",150.76,153.31,149.6,150.73,2.178199699,7542000
"3363","9/27/2010",160.22,161.2,157.88,159.37,2.202406573,6446300
"3364","9/28/2010",159.84,160.88,154.89,159.7,2.203304916,8494200
"3365","9/29/2010",159.03,161.78,157.75,158.99,2.201369809,7287500
"3366","9/30/2010",160.01,160.93,155.6,157.06,2.196065593,7606000
"3367","10/1/2010",157.06,157.44,152.2,153.71,2.186702123,8683400
"3370","10/6/2010",160.6,160.68,154.6,155.4,2.191451014,6060800
"3371","10/7/2010",156.51,157.4,153.39,156.27,2.193875612,4622000
"3373","10/11/2010",154.89,156.63,152.34,153.03,2.184776578,4486400
"3375","10/13/2010",156.69,156.79,153.85,155.17,2.19080776,5632800
"3378","10/18/2010",165,165.19,161.82,163.56,2.213677102,6331300
"3379","10/19/2010",160.68,162.8,157,158.67,2.200494822,7525000
"3380","10/20/2010",158.78,159.87,156.57,158.67,2.200494822,5790400
"3383","10/25/2010",171.57,171.99,168.32,169,2.227886705,6530900
"3385","10/27/2010",168.91,169.75,166.54,167.51,2.224040739,5721800
"3386","10/28/2010",168.31,168.49,165.05,166.84,2.222300181,4684400
"3387","10/29/2010",165.8,168.5,164.81,165.23,2.218088903,4998500
"3388","11/1/2010",164.45,164.58,161.52,162.58,2.211067119,5239900
"3391","11/4/2010",169.86,172.53,168.4,168.93,2.227706782,7395900
"3394","11/9/2010",172.67,173.14,169.06,170.27,2.231138136,3978600
"3396","11/11/2010",171,172.05,169.4201,170.37,2.231393123,5691700
"3397","11/12/2010",170.12,171.26,165.05,165.68,2.219270086,7160600
"3398","11/15/2010",165.16,165.35,158.56,158.9,2.201123897,9648600
"3399","11/16/2010",158.74,160.91,156.77,157.78,2.198051952,6571400
"3404","11/23/2010",168.61,168.81,164.62,168.2,2.225825991,6465300
